ID,Crop,Problem,Weather,Soil_Type,Growth_Stage,Severity,Recommended_Medicine,Medicine_Type,Application_Method,Uses_When_To_Use
5904,Rice,Stem Borer,Hot,Sandy,Pre-harvest,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Keep monitoring field conditions. Do not mix without expert advice.
5905,Rice,Stem Borer,Hot,Loamy,Seedling,Low,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
5906,Rice,Stem Borer,Hot,Loamy,Seedling,Medium,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
5907,Rice,Stem Borer,Hot,Loamy,Seedling,High,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Combine with sanitation and scouting.
5908,Rice,Stem Borer,Hot,Loamy,Seedling,Very High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Record symptoms before action. Use only after field diagnosis.
5909,Rice,Stem Borer,Hot,Loamy,Vegetative,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Combine with sanitation and scouting.
5910,Rice,Stem Borer,Hot,Loamy,Vegetative,Medium,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Combine with sanitation and scouting.
5911,Rice,Stem Borer,Hot,Loamy,Vegetative,High,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Rotate modes of action where relevant.
5912,Rice,Stem Borer,Hot,Loamy,Vegetative,Very High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Use only after field diagnosis.
5913,Rice,Stem Borer,Hot,Loamy,Flowering,Low,Pheromone Trap,Monitoring Tool,Spot treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Do not mix without expert advice.
5914,Rice,Stem Borer,Hot,Loamy,Flowering,Medium,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Follow label instructions and local agricultural guidance.
5915,Rice,Stem Borer,Hot,Loamy,Flowering,High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Record symptoms before action. Use only after field diagnosis.
5916,Rice,Stem Borer,Hot,Loamy,Flowering,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Rotate modes of action where relevant.
5917,Rice,Stem Borer,Hot,Loamy,Fruiting,Low,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Record symptoms before action. Recheck the crop 3 to 5 days after use.
5918,Rice,Stem Borer,Hot,Loamy,Fruiting,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Do not mix without expert advice.
5919,Rice,Stem Borer,Hot,Loamy,Fruiting,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Record symptoms before action. Use only after field diagnosis.
5920,Rice,Stem Borer,Hot,Loamy,Fruiting,Very High,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Follow label instructions and local agricultural guidance.
5921,Rice,Stem Borer,Hot,Loamy,Transplant Recovery,Low,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Keep monitoring field conditions. Recheck the crop 3 to 5 days after use.
5922,Rice,Stem Borer,Hot,Loamy,Transplant Recovery,Medium,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
5923,Rice,Stem Borer,Hot,Loamy,Transplant Recovery,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Inspect the crop regularly. Combine with sanitation and scouting.
5924,Rice,Stem Borer,Hot,Loamy,Transplant Recovery,Very High,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Keep monitoring field conditions. Do not mix without expert advice.
5925,Rice,Stem Borer,Hot,Loamy,Pre-harvest,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Keep monitoring field conditions. Rotate modes of action where relevant.
5926,Rice,Stem Borer,Hot,Loamy,Pre-harvest,Medium,Pheromone Trap,Monitoring Tool,Spot treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Record symptoms before action. Do not mix without expert advice.
5927,Rice,Stem Borer,Hot,Loamy,Pre-harvest,High,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Record symptoms before action. Recheck the crop 3 to 5 days after use.
5928,Rice,Stem Borer,Hot,Loamy,Pre-harvest,Very High,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Loamy soil is generally suitable for balanced crop growth. Record symptoms before action. Recheck the crop 3 to 5 days after use.
5929,Rice,Stem Borer,Hot,Clay,Seedling,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Clay soil may retain water and increase root disease risk. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
